738,45709,46456
794,47032,47830
582,47350,47974
431,47919,48354
419,48334,48758
326,49157,49487
401,49112,49517
1306,48219,49530
535,49076,49615
216,49676,49896
452,49492,49948
744,49208,49955
457,49578,50041
575,49608,50226
334,50239,50585
559,50081,50643
463,52104,52573
527,52421,52956
548,52876,53437
289,53262,53554
410,53375,53789
238,54043,54284
447,53818,54270
542,53740,54287
167,54162,54336
799,53544,54387
258,54119,54417
553,53915,54504
548,54224,54778
571,54294,54869
195,54695,54894
185,54717,54911
685,54371,55100
167,54961,55131
591,54562,55158
533,54930,55488
1766,53744,55552
515,55035,55554
633,55056,55702
552,55165,55721
547,55587,56139
362,55834,56200
562,55728,56295
553,55686,56285
609,55663,56316
169,56191,56367
595,56000,56601
565,56654,57227
740,56536,57299
141,57186,57366
799,56565,57409
435,57344,57783
183,57556,57779
554,57240,57800
324,57457,57827
158,57638,57835
517,57776,58334
1919,57374,59317
1390,57970,59402
776,59187,59984
35,50944,50983
102,51103,51209
100,51316,51420
281,51149,51436
104,52428,52536
184,51924,52114
108,53066,53177
78,50538,50660
47,54529,54580
52,54948,55005
108,50534,50646
70,54105,54184
185,54347,54540
65,55482,55590
122,55518,55662
471,55810,56317
398,51062,51467
72,52271,52352
93,52818,52914
110,57116,57230
45,58703,58752
83,56764,56851
336,55279,55624
456,53625,54094
76,56451,56531
439,55141,55585
456,54941,55400
1013,53633,54679
189,54624,54817
470,55556,56034
1046,55248,56312
962,53095,54061
153,52864,53023
271,55706,55982
620,56411,57074
615,53945,54582
1744,51751,53508
39,54415,54457
285,56272,56601
1332,53918,55254
845,54731,55579
834,52849,53721
721,56553,57280
1265,54275,55580
359,53596,53959
1735,55204,56981
2033,55845,57916
566,54832,55403
162,57004,57230
125,54993,55122
225,56291,56543
418,56177,56623
238,54988,55231
250,55089,55377
243,58010,58258
51,54333,54390
310,59147,59500
1267,56624,57929
1344,56927,58280
1354,57616,59006
28,45972,46003
38,46122,46166
65,48583,48653
121,46605,46730
103,47230,47379
29,52417,52449
85,52121,52210
40,48913,48956
68,53243,53316
120,52557,52681
643,51834,52480
49,53477,53530
170,52797,52971
73,50598,50710
62,53366,53432
60,54501,54565
61,54481,54549
33,53623,53660
192,55773,55974
60,50975,51041
347,52735,53091
164,53208,53377
124,52959,53108
65,52657,52727
111,52633,52749
49,56418,56471
257,54030,54292
168,52965,53140
101,53253,53359
53,56323,56381
43,52729,52776
44,57245,57293
45,54984,55037
403,52784,53206
109,54264,54377
57,54812,54876
245,55779,56028
551,52755,53312
64,56012,56083
68,55405,55478
459,52796,53260
314,52397,52715
246,53903,54155
401,53954,54360
87,53905,53996
232,54931,55167
703,54382,55089
314,55100,55456
121,54358,54483
664,55843,56511
147,54910,55062
677,54073,54761
88,59133,59250
713,58647,59405
1442,57220,58719
134,52588,52726
83,53633,53749
795,54334,55176
579,60360,60951
1525,58519,60072
91,46244,46340
88,46317,46409
112,47803,47918
124,46275,46405
73,46129,46205
150,50393,50546
166,47428,47598
119,50969,51096
128,49984,50115
66,50076,50147
38,51108,51149
123,50148,50301
38,50842,50885
47,51382,51435
64,49511,49585
91,50789,50884
50,52068,52135
36,54323,54364
125,54284,54413
153,53292,53450
513,52189,52706
36,53015,53055
478,52458,52976
278,53268,53550
277,51630,51950
51,53873,53928
55,52979,53039
83,53158,53253
83,52946,53035
259,55025,55288
71,52899,52973
295,54661,54960
534,54215,54785
432,53463,53900
83,54736,54824
118,54162,54333
102,56126,56233
1471,54149,55626
318,53716,54077
676,53530,54213
108,55355,55471
876,52089,53008
140,56947,57094
183,56733,56921
567,55891,56462
408,53873,54286
232,55498,55768
942,53144,54122
50,55002,55059
156,54492,54652
319,51286,51608
605,54160,54810
72,57155,57263
119,52313,52470
118,58182,58307
353,54867,55266
68,56813,56890
220,57085,57308
184,58241,58428
37,57356,57407
38,46560,46603
64,47248,47314
39,45675,45717
55,47184,47242
56,45856,45956
38,47833,47874
33,48465,48501
40,49098,49143
37,47769,47810
381,51608,51993
61,50227,50292
65,52254,52326
133,51150,51287
57,49621,49682
45,53366,53417
37,52204,52245
42,49352,49417
167,53503,53676
49,54507,54563
40,50360,50404
49,53565,53619
128,52436,52568
738,52405,53148
146,52935,53084
141,53032,53211
45,52557,52606
295,54944,55243
45,55364,55415
175,53703,53881
203,52661,52893
47,57078,57130
121,55242,55379
71,56373,56452
491,54512,55009
215,54570,54796
239,54823,55068
138,52791,52932
45,54249,54340
148,54642,54795
55,55329,55388
106,55146,55256
91,54013,54114
245,55987,56237
422,54110,54566
1256,55027,56290
529,55782,56354
284,54571,54899
767,54193,54991
533,55720,56297
350,57166,57553
246,55699,55950
722,56835,57601
696,53398,54139
55,58035,58097
108,56157,56268
92,56650,56747
191,55189,55384
28,49657,49688
310,55415,55732
317,56649,56970
116,55222,55350
46,48818,48872
498,47260,47760
60,47869,47950
696,47991,48693
41,47993,48038
51,48815,48870
47,47892,47942
48,48591,48677
49,48738,48790
75,49812,49893
45,48073,48125
50,51937,51991
80,50911,50997
31,48381,48416
46,51923,51974
103,53656,53763
31,50885,50920
123,52190,52317
185,52128,52320
31,54745,54783
109,53753,53867
257,50778,51038
46,53313,53403
248,52121,52373
443,53447,53921
48,51606,51658
106,55357,55466
120,54864,55021
47,53313,53364
113,53237,53354
117,50768,50889
36,54812,54850
102,54808,54914
552,53684,54241
87,54084,54179
51,55723,55780
45,55310,55358
119,56454,56591
77,54697,54783
202,56370,56575
60,55359,55424
77,55399,55485
148,54823,54975
30,49166,49199
431,54660,55096
122,55665,55796
437,55704,56145
232,55274,55510
160,55324,55496
196,54160,54388
633,56354,56993
465,53323,53831
115,48494,48612
534,53490,54045
356,55333,55734
121,55533,55659
139,47967,48123
263,57408,57678
542,49048,49596
56,55310,55370
61,55582,55650
938,47303,48286
52,55023,55104
36,56124,56165
45,46511,46560
57,47799,47859
37,49200,49240
42,46741,46788
41,48518,48562
34,47626,47664
84,49254,49342
