1205,22463,23686
1237,22579,23836
1181,22852,24057
1243,25456,26721
1262,25840,27124
1194,26125,27340
1220,26630,27871
1249,26710,27980
1253,26848,28119
1236,26922,28178
1396,27583,29001
1316,28148,29483
1217,28254,29489
1327,28463,29813
1312,28854,30188
1442,28912,30376
1250,29209,30477
1295,29280,30594
1383,29400,30803
1310,29656,30990
37,18902,18943
48,19631,19683
49,20251,20304
45,18823,18871
39,19147,19190
42,19166,19211
49,19380,19433
47,20654,20704
39,19923,19966
45,20767,20818
52,21201,21257
54,21636,21692
49,21812,21865
40,20959,21003
73,21567,21646
42,21024,21078
42,21683,21728
56,21429,21489
69,20896,20968
62,21934,21999
31,17737,17771
41,17929,17974
56,18580,18639
33,18149,18186
38,17894,17935
32,18466,18502
41,19098,19143
68,19023,19099
41,19532,19578
35,19313,19351
39,20388,20431
33,19438,19475
39,19861,19903
41,20102,20146
55,20107,20180
42,21012,21058
35,20467,20505
61,20457,20521
57,20996,21059
35,21120,21159
130,18622,18755
119,18527,18650
108,18915,19026
101,18206,18310
125,18463,18592
154,18671,18828
129,18188,18321
156,18926,19087
122,19288,19415
100,18635,18738
105,19696,19805
100,19826,19930
107,20437,20547
113,20719,20843
115,20180,20298
153,20631,20787
133,20205,20342
107,20744,20854
174,21011,21189
164,20785,20954
37,18873,18914
51,19387,19441
32,18736,18771
35,19154,19194
29,18619,18652
35,19053,19091
80,19300,19392
27,19093,19123
58,19857,19921
80,19995,20079
44,20138,20185
34,20009,20047
47,20743,20794
69,19300,19375
28,19865,19896
53,20207,20265
52,20253,20310
45,20320,20368
45,20779,20827
66,20925,20996
44,18479,18526
39,18781,18823
37,18327,18369
35,18803,18841
45,18976,19024
33,18599,18635
38,19321,19363
40,18612,18668
56,18687,18747
69,18927,19001
32,19857,19892
51,19978,20032
34,19839,19885
33,19825,19861
96,19988,20087
32,19549,19584
31,20765,20817
29,20178,20211
30,20582,20616
33,18485,18521
28,19794,19825
43,17427,17474
37,19024,19064
100,17766,17868
88,19171,19262
108,18965,19077
99,18171,18274
119,18681,18803
101,18970,19075
114,18584,18701
101,18052,18156
126,17830,17960
100,17196,17299
99,18399,18502
152,18709,18865
-Probing-
1864,199406,201272
1828,202486,204317
1729,203507,205237
1867,203378,205248
1862,208320,210185
1896,210549,212447
1943,211179,213124
2025,212412,214439
1976,213418,215397
1902,217044,218950
1899,217646,219546
2011,218762,220776
1956,220286,222245
2090,220927,223018
1903,221962,223867
2170,221985,224158
2332,222189,224524
2080,223411,225494
2126,223704,225832
2040,229157,231200
