3861,2691,21714
3777,2565,22673
3066,3501,24360
3043,3320,25270
4080,4380,25651
5419,3616,25809
4807,4164,25855
4498,4150,25934
5240,3571,26567
5679,3787,26602
5462,3847,26763
5444,3985,27068
8588,3473,27669
7237,4139,28185
6068,4263,28268
8905,4038,29591
13642,3474,33400
13557,3381,33598
13733,3639,33924
15339,3298,34080
3243,3002,18673
2869,3218,18522
2421,2775,18405
2228,2955,18220
3203,3304,19265
3501,2772,19093
2218,2978,18222
4267,3730,20945
2796,3648,20017
9054,2824,24452
4477,3307,20692
3141,3113,19215
6424,2777,22506
5557,3095,22018
10460,2467,26294
8471,3172,23969
5005,3128,20228
4358,3276,20627
5141,2727,20252
4812,3104,20704
3183,2299,17981
2397,2891,19068
2425,2865,18491
2876,3617,18309
8117,3243,23744
4787,3134,20585
2339,3087,18130
2737,2734,17302
3104,3110,18785
3284,3417,19456
2195,2899,16659
3239,2996,18607
1969,2774,16229
7061,2960,21452
1829,2649,17246
1961,3328,16729
2343,2855,17567
11636,3100,26489
6598,2962,20753
3408,2523,18198
12904,2683,28175
2235,2756,17860
3169,2710,18537
3358,2737,18660
2714,2967,18747
2484,3127,18871
4768,3206,20037
2514,2614,18282
6126,2783,21833
3902,3538,19110
1910,2708,17521
10212,3112,25844
4984,3146,20794
7517,3660,23717
13201,3060,28258
5373,2931,21058
4431,3536,20026
14936,3162,31187
2490,3670,22910
4527,2987,19647
3782,2515,17775
2470,2787,18875
4479,2710,20625
3032,2848,19087
7940,3047,23857
7570,3356,23570
1905,3245,17703
5281,3203,22673
2673,2817,19316
6237,2963,21267
3100,3587,19578
3269,2691,19347
9332,2670,24813
2389,3428,18628
7796,3259,23828
2869,2938,18752
4919,3051,20718
6441,3109,21706
4964,2808,19554
4789,3129,21338
3652,3277,19500
2869,2838,16660
2295,3139,18387
2209,2693,17796
3045,3102,18227
4782,3103,20128
1915,2623,22992
6007,3429,22591
2771,2979,18837
3176,3486,18891
3873,2559,19926
6400,3121,21982
5000,3126,20368
3177,3524,19351
2966,2631,18312
6712,3144,21967
11913,2784,26920
2778,3192,17924
4147,3013,18382
2396,2791,16989
2993,3504,19139
13355,2830,28650
2384,2952,17870
2736,2928,18673
9555,3069,24237
2975,3075,16584
2452,3127,17198
2280,2732,16076
2992,3087,16559
8500,3060,23294
3777,3322,19057
4860,3155,18685
3702,2810,16569
4598,3549,19773
5003,3091,19326
-Probing-
79725,90235,170008
81646,91405,173057
82184,90975,173163
82238,90976,173220
81977,91438,173423
81323,92263,173590
83858,89737,173601
84467,89819,174293
83176,91166,174389
82926,91482,174412
83932,90779,174715
83286,91848,175140
84510,90657,175210
84626,91062,175692
83954,91761,175720
85491,91006,176502
84643,91916,176564
86622,90129,176754
83693,93712,177410
84607,93971,178582
