336,25798,26139
365,25935,26304
441,26168,26638
455,29566,30025
618,29623,30246
474,30022,30502
426,30208,30639
355,30781,31139
521,30669,31194
469,31117,31594
406,31301,31737
846,30971,31822
432,31418,31854
448,31496,31951
550,31513,32067
246,32013,32264
487,31851,32344
523,31889,32416
595,31848,32448
484,31959,32447
569,31890,32469
520,32202,32758
403,32356,32765
480,32446,32930
348,32637,32989
399,32774,33178
480,32751,33235
821,32505,33332
282,33184,33470
461,33141,33607
450,33226,33680
159,33798,33963
156,33909,34069
693,33402,34098
847,33290,34141
425,33717,34165
439,33785,34229
172,34068,34244
152,34249,34405
198,34243,34446
413,34396,34831
622,34233,34898
272,34642,34919
436,34520,34960
177,35072,35256
770,34623,35430
612,35399,36015
167,36112,36316
409,35956,36369
410,38668,39082
114,23711,23830
71,24259,24334
30,25210,25255
41,24892,24938
69,25242,25315
67,24674,24748
252,26227,26483
54,25153,25213
62,25642,25717
71,27192,27267
100,26594,26732
110,26984,27115
97,27545,27647
44,27616,27663
71,27353,27429
43,28312,28376
358,27251,27613
82,27766,27866
72,29038,29127
53,28845,28904
90,29056,29151
181,28311,28496
595,28374,28975
92,28742,28838
53,29529,29585
75,29165,29245
40,28970,29014
70,30399,30473
49,29183,29236
64,28492,28568
61,30346,30412
49,30845,30899
139,30412,30556
132,29505,29641
57,30428,30490
49,30252,30306
145,30024,30173
1385,28946,30336
82,29866,29953
81,30826,30913
348,29603,29955
135,30322,30462
62,31002,31069
98,31281,31422
267,28933,29204
271,29040,29314
1011,30925,31940
1304,29999,31348
284,30702,30991
46,30109,30159
117,25463,25583
122,25809,25934
140,26166,26309
142,22858,23004
240,25845,26090
165,26284,26453
222,25883,26109
304,23228,23537
274,25153,25431
689,23792,24485
108,25114,25226
273,24715,24993
124,20920,21049
128,25315,25447
376,20831,21225
102,26605,26711
120,27707,27832
103,26742,26848
288,25997,26290
160,26317,26481
420,24634,25058
231,25798,26033
181,23251,23435
115,24026,24144
161,26916,27083
134,23482,23620
104,24025,24132
421,26303,26728
110,24552,24666
157,23930,24091
238,26648,26889
162,25860,26025
132,26342,26478
162,26466,26633
293,25420,25716
-Probing-
785,101954,102742
813,102444,103258
857,102844,103702
805,103601,104407
799,104595,105396
871,107002,107874
995,107411,108407
881,107886,108769
958,107990,108949
1037,108277,109315
774,114181,114957
878,114235,115114
934,114377,115316
906,115079,115987
764,115372,116137
695,115634,116332
1008,115435,116444
1220,115354,116576
891,116457,117349
979,116398,117379
956,116813,117770
882,117556,118439
809,118285,119096
668,119080,119749
737,119001,119742
965,118811,119778
804,119091,119896
857,118926,119785
1028,118946,119991
794,119343,120138
951,119567,120521
725,119968,120694
878,120049,120929
833,120406,121242
820,120529,121350
893,120620,121514
803,120847,121652
990,120726,121717
1267,120624,121892
1150,121191,122343
720,121730,122452
1043,121547,122591
978,121844,122824
1019,122051,123071
1045,121111,122158
916,122376,123295
1191,122253,123446
1037,122490,123529
760,122772,123539
834,122827,123663
